FID,osm_id,code,fclass,name,shape@x,shape@y
519,"5458547036",3300,muslim,Sri Nagar Colony Masjid,75.8943958000,22.7300626000
1730,"12108239491",3500,hindu,Sidd Dham Dinai Ki Daba,78.6279547000,23.7572936000
704,"7112302713",3500,hindu,Paramhans Ashram,79.8299558000,23.1067390000
1843,"12189790727",3500,hindu,Shiv Mandir Mehar,78.6739956000,23.9765948000
1112,"9556262424",3500,hindu,Bhramapura ke bheruji,76.6988075000,25.6511209000
174,"3345000609",3500,hindu,Lakshman Mandir Temple,78.1331053000,24.7185708000
16,"1109069239",3500,hindu,Bhojeshwar,77.5799617000,23.1002771000
1852,"12194220186",3500,hindu,Mahakal Dham Khejra Darbar,78.6412640000,24.0065010000
1462,"11611852444",3500,hindu,Mata Durga Temple,78.4341815000,22.4759991000
1452,"11565120131",3500,hindu,Shri Gadhkalika Mata Mandir,75.2825003000,22.5980304000
502,"5323641700",3500,hindu,Ramal Baba Dev Sthan,77.2706586000,22.6329477000
190,"3634092577",3500,hindu,Murli Mandir,75.1428316000,24.4787387000
529,"5479358207",3500,hindu,Shiv Temple,77.3183906000,23.2681517000
1772,"12161645263",3500,hindu,Sawaiya Mandir Khiriya,78.2523983000,24.1428464000
1504,"11690469322",3500,hindu,,76.7045333000,25.6729814000
300,"4313126511",3500,hindu,Maa Gayatri Temple,79.6036613000,22.6033672000
639,"6562420293",3500,hindu,radha krishna mandir,76.7219878000,23.0194468000
1786,"12172286761",3500,hindu,Mandir Bas Stend Basahari,78.3025839000,24.2134123000
1868,"12210701009",3500,hindu,Shiv Mandir Kaptan Yadav,78.5795511000,24.2172162000
1774,"12161681335",3500,hindu,Ram Janki Mandir Bardha,78.2496672000,24.1412402000
91,"2898884981",3300,muslim,Eidgah Masjid (Junior),76.0537079000,22.9665276000
1745,"12153156273",3500,hindu,Baba Mandir,78.7302226000,23.8294958000
706,"7123907529",3500,hindu,Shri Rajrajeshwar Sahastrarjun Bhagwan,80.3361670000,22.6320742000
1850,"12194189356",3500,hindu,Shri Ram Mandir Mehar,78.6587780000,23.9865329000
1020,"8892137341",3500,hindu,Hanuman mandir,77.4654043000,23.2769159000
1796,"12174317951",3500,hindu,Seetla mata mandir,78.3690541000,24.1877895000
1449,"11555017017",3500,hindu,,78.3550466000,22.7571982000
1701,"12100623315",3500,hindu,Kachern Kher Mata Mandir,78.6472209000,23.6643568000
1799,"12174654680",3500,hindu,Mata Rani Ka Mandir,78.3591080000,24.1633836000
1759,"12157765692",3500,hindu,Sri Sri 1008  Shri  Someshwar Mahadev,78.5567669000,23.9301069000
